3.735206127166748047e-01,2.965798676013946533e-01,1.249309405684471130e-01,1.863207854330539703e-02,1.863364130258560181e-01
2.083922736346721649e-02,2.716008014976978302e-02,3.768789768218994141e-02,8.863781094551086426e-01,2.793467044830322266e-02
2.810231409966945648e-02,3.357593119144439697e-01,4.340523481369018555e-02,5.435751378536224365e-02,5.383756160736083984e-01
2.160968445241451263e-02,8.435208201408386230e-01,2.989926189184188843e-02,4.616931080818176270e-02,5.880092456936836243e-02
2.369788289070129395e-02,1.981369219720363617e-02,2.204015105962753296e-02,9.130768775939941406e-01,2.137143909931182861e-02
2.974424511194229126e-02,2.253168262541294098e-02,2.677899599075317383e-02,8.904085755348205566e-01,3.053647838532924652e-02
2.245186269283294678e-02,2.205767296254634857e-02,8.176210522651672363e-01,2.414510585367679596e-02,1.137242913246154785e-01
6.829977631568908691e-01,8.625400811433792114e-02,1.639495044946670532e-02,2.340522967278957367e-02,1.909480243921279907e-01
6.748173832893371582e-01,1.164512038230895996e-01,3.689355775713920593e-02,2.779488824307918549e-02,1.440429836511611938e-01
2.333973348140716553e-02,3.395573422312736511e-02,2.743246220052242279e-02,8.737052083015441895e-01,4.156688600778579712e-02
2.136817388236522675e-02,2.336339093744754791e-02,2.102810703217983246e-02,9.078674316406250000e-01,2.637288533151149750e-02
2.283754758536815643e-02,2.572079747915267944e-02,2.545968629419803619e-02,8.892092704772949219e-01,3.677271679043769836e-02
2.208858914673328400e-02,8.873478770256042480e-01,2.888511121273040771e-02,3.108065389096736908e-02,3.059775196015834808e-02
2.391569875180721283e-02,3.245795890688896179e-02,2.238506078720092773e-02,8.860058784484863281e-01,3.523549064993858337e-02
2.248116023838520050e-02,2.180065028369426727e-02,3.049427270889282227e-02,8.955047130584716797e-01,2.971917949616909027e-02
3.052644245326519012e-02,2.690860629081726074e-02,7.214538455009460449e-01,1.914935111999511719e-01,2.961765788495540619e-02
1.915635354816913605e-02,2.077763527631759644e-02,8.312217146158218384e-02,8.458463549613952637e-01,3.109753131866455078e-02
2.577098272740840912e-02,5.118669196963310242e-02,1.798779517412185669e-02,5.117021128535270691e-02,8.538843989372253418e-01
2.504619657993316650e-01,6.856989115476608276e-02,2.314598858356475830e-02,1.811076514422893524e-02,6.397113204002380371e-01
2.113587222993373871e-02,1.879914291203022003e-02,3.149745985865592957e-02,9.080238342285156250e-01,2.054370380938053131e-02
2.992908097803592682e-02,2.813188917934894562e-02,2.743573300540447235e-02,8.829725384712219238e-01,3.153065964579582214e-02
2.320645004510879517e-02,2.387952804565429688e-02,2.595546841621398926e-02,9.023781418800354004e-01,2.458042837679386139e-02
1.200494077056646347e-02,9.266013503074645996e-01,1.393548119813203812e-02,2.604289166629314423e-02,2.141528576612472534e-02
3.687333315610885620e-02,4.393102228641510010e-02,1.645082235336303711e-01,6.921219825744628906e-01,6.256547570228576660e-02
2.500597946345806122e-02,2.669470943510532379e-02,8.893378376960754395e-01,3.613916411995887756e-02,2.282238937914371490e-02
1.899102889001369476e-02,1.326186060905456543e-01,6.123076677322387695e-01,1.948138922452926636e-01,4.126881435513496399e-02
2.020042389631271362e-02,1.970166340470314026e-02,3.899024426937103271e-02,8.784248232841491699e-01,4.268294572830200195e-02
2.548179775476455688e-02,2.696022391319274902e-02,3.000137023627758026e-02,8.864147067070007324e-01,3.114189207553863525e-02
4.198654368519783020e-02,4.914527013897895813e-02,8.049299567937850952e-02,4.049091413617134094e-02,7.878842353820800781e-01
4.705280065536499023e-02,2.315747737884521484e-01,5.736430883407592773e-01,4.114967212080955505e-02,1.065796613693237305e-01
3.458203002810478210e-02,2.889518253505229950e-02,2.740809135138988495e-02,8.433597534894943237e-02,8.247787356376647949e-01
2.466078288853168488e-02,3.606643527746200562e-02,3.244837373495101929e-02,8.682010769844055176e-01,3.862328827381134033e-02
2.881674654781818390e-02,2.773255296051502228e-02,4.119354113936424255e-02,8.705905079841613770e-01,3.166661784052848816e-02
2.751254476606845856e-02,2.422621846199035645e-02,3.678559139370918274e-02,8.842889666557312012e-01,2.718671411275863647e-02
2.488954365253448486e-02,4.722394421696662903e-02,1.315371543169021606e-01,7.519071698188781738e-01,4.444214701652526855e-02
2.224411629140377045e-02,2.144919149577617645e-02,5.761510133743286133e-02,8.494963645935058594e-01,4.919531941413879395e-02
2.321491949260234833e-02,2.403055876493453979e-02,4.084272310137748718e-02,8.903986811637878418e-01,2.151314914226531982e-02
2.269295044243335724e-02,2.226931601762771606e-02,2.678107656538486481e-02,8.970440030097961426e-01,3.121268749237060547e-02
